organization,type,gender,name,link,,,
HKSCDA,Cat,M,德古拉,https://siuyeo.ng/hkaad20220831,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02h8pUf8FAXZww4GmrfwyTaDSUHREUFu7BG9cUKq8dpT31Y9HCw6kAQpNX76YRVpBGl,https://www.instagram.com/p/Ch584BMvDpD/,https://t.me/siuyeongHKAdopt/888
SAA,Dog,F,圓圓,https://siuyeo.ng/hkaad20220830,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02M64M4rJWVrZYY4HLSqP2XrHtyvKUdCJAppRUAK2RW3mGtuMk7UBMtCLXgofH2G1Bl,https://www.instagram.com/p/Ch3YFWgsfPI/,https://t.me/siuyeongHKAdopt/887
HKAAC,Cat,N/A,真真,https://siuyeo.ng/hkaad20220829,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0EVAizHTjEAcTGWxC1D4myunptWZpjyA5paAKg9gY85fwzgS6WZnzAtxX9C79Y9Hul,https://www.instagram.com/p/Ch0zScKjSD7/,https://t.me/siuyeongHKAdopt/886
HKHERP,Turtle,N/A,大埔,https://siuyeo.ng/hkaad20220828,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02HfJ44HmPM5q7NeNgvYaQf4S9ALobbcAt8zapfdPafYMKHHYwQQ3a7UZQLwSEwhuml,https://www.instagram.com/p/ChyOfjPPDMz/,https://t.me/siuyeongHKAdopt/885
Hong Kong Rabit Society,Rabbit,M,Arroyo,https://siuyeo.ng/hkaad20220827,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid08hZim1t6ffbxhDcFriF6TAnRRf3jc5kZycubesmj1nhzGUvn7FdRAPqYJXc3iqTXl,https://www.instagram.com/p/Chvpsg2sZ1I/,https://t.me/siuyeongHKAdopt/884
Hong Kong Dog Rescue,Dog,M,Barton,https://siuyeo.ng/hkaad20220826,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02oDM4Jh3xRnLJv38TYmm6biCorQJGd85A87P4r61kNLXcfp8png7HPDhZ1pLc3b4Bl,https://www.instagram.com/p/ChtE54lL-Jv/,https://t.me/siuyeongHKAdopt/883
SPCA,Dog,M,小春,https://siuyeo.ng/hkaad20220825,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid06fQ4G2LeeoaTucD83rE6xeD1qd3Tws9AgV6kEuxnojA1xZ21Qton5ANjqNTnyFiXl,https://www.instagram.com/p/ChqgHUWpaha/,https://t.me/siuyeongHKAdopt/882
Paws United Charity,Dog,F,Galen,https://siuyeo.ng/hkaad20220824,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02nDFDnQFera1VHFRwRpq169Kq3wCpgk7SEyvRN9e6KnJth6nkuFG9J331pbSWC91ml,https://www.instagram.com/p/Chn7TzcpDge/,https://t.me/siuyeongHKAdopt/881
HKSCDA,Cat,F,旺女,https://siuyeo.ng/hkaad20220823,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0R43xNYH2gRuwY9vLr8xJvWy8HcYFA6ksdudnhmhB4MHnizWojM6ZwzKBuz37L1tNl,https://www.instagram.com/p/ChlWg91lDes/,https://t.me/siuyeongHKAdopt/880
SAA,Dog,M,Gas,https://siuyeo.ng/hkaad20220822,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02UcEqdxKN1bUEzAXRKJCDkTGgbG9TpztyL4hA6oQPDVtwHwDx3PyafmUzQmq4Va2Zl,https://www.instagram.com/p/ChixuJhlIXM/,https://t.me/siuyeongHKAdopt/879
HKAAC,Cat,F,Bella,https://siuyeo.ng/hkaad20220821,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02NbK69CJL2mGy3qCmf2s5rRZYGFG6VNSY2rp4jqYigwZWPuzMKaK79TqDCdXDB5Ztl,https://www.instagram.com/p/ChgnjPgFHt3/,https://t.me/siuyeongHKAdopt/878
HKHERP,樹蜥,N/A,裕民樂,https://siuyeo.ng/hkaad20220820,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02zKTtbpW92uhviwgCNNcb8zM935vx19WhCTYActeFP8oyo3sH1cppou7vVFwi4Tgil,https://www.instagram.com/p/ChduqkPhj1N/,https://t.me/siuyeongHKAdopt/877
Hong Kong Rabit Society,Rabbit,F,Kimchi,https://siuyeo.ng/hkaad20220819,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0Qjp3hRpW5nCrgDN5j7Avotc9sY8WQKmKymQF2sGuPr9KxBbwn55EqiXcUgwaMbTrl,https://www.instagram.com/p/ChbDVw5hf0j/,https://t.me/siuyeongHKAdopt/876
Hong Kong Dog Rescue,Dog,F,Bimble,https://siuyeo.ng/hkaad20220818,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid04SXUCCVpaf3XpjhQctZkFy9hzbSuvvQJD82GadDHDwVtFTkEqZqoy7Ar8tiKCDFrl,https://www.instagram.com/p/ChXSPfbFlfT/,https://t.me/siuyeongHKAdopt/875
SPCA,Dog,M,Ron,https://siuyeo.ng/hkaad20220817,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid029rqB125w9uqbxpWBUFNSKCkJQHRRV3ysv14X6rgSvZ7KkbyqeK63ka43MHpeiUBzl,https://www.instagram.com/p/ChV5wF5tGBw/,https://t.me/siuyeongHKAdopt/874
Paws United Charity,Dog,M,Baffy,https://siuyeo.ng/hkaad20220816,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0mHQEJZXxKtUZesNAp1JucdtCjxojxB6aoddHEguzb3rdHC8y1McUe1b4E9UHFoKLl,https://www.instagram.com/p/ChTU8m7Fgqg/,https://t.me/siuyeongHKAdopt/873
HKSCDA,Cat,M,棉花糖,https://siuyeo.ng/hkaad20220815,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0bxbKDiSuCT1YaJyCC24EnYQe7iui42vf8KXTXagseTTvrrSdhotCXjxRuxFvEu4Dl,https://www.instagram.com/p/ChQwKaxBzLN/,https://t.me/siuyeongHKAdopt/872
SAA,Dog,F,Yu,https://siuyeo.ng/hkaad20220814,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0Mxix1r7DrpYbLb7XAtdTqJwuQcgRHgR1kDMoGsT6gbBac6J4Yq6TsJx4eKKm7ocol,https://www.instagram.com/p/ChOsRNzlTuP/,https://t.me/siuyeongHKAdopt/871
HKAAC,Cat,M,奇奇,https://siuyeo.ng/hkaad20220813,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0CBABaakV894paLgBwn71pkR8Cy5P4mqABJ9FrdoNoXxYdoc17sbGryCnrQAmp6zMl,https://www.instagram.com/p/ChMSVjWl_tn/,https://t.me/siuyeongHKAdopt/870
HKHERP,Turtle,N/A,阿燥 (PCW068),https://siuyeo.ng/hkaad20220812,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0L5QNxWLctED8MFUd6X4ZFB5iM9BkaybMugHBt7HYByQWToXnefNvoMhFt4FPFAd8l,https://www.instagram.com/p/ChJBxZDFIRc/,https://t.me/siuyeongHKAdopt/869
Hong Kong Rabit Society,Rabbit,M,Luka,https://siuyeo.ng/hkaad20220811,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02xhyXhWmrGrGmkF12hcTm66oBihCX8uCf3s4X8D63iWA5M3cXeBugAMuTGLhLJqncl,https://www.instagram.com/p/ChGc-vmpVu3/,https://t.me/siuyeongHKAdopt/868
Hong Kong Dog Rescue,Dog,F,Harper,https://siuyeo.ng/hkaad20220810,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0J9a6fGa6iUChS9dDZXP9TXQkeE2RKEmeybNSH8w7qb3sSW42zdjag9tSmM9eXwoZl,https://www.instagram.com/p/ChD4MEYtBvc/,https://t.me/siuyeongHKAdopt/867
SPCA,Dog,M,Soldier,https://siuyeo.ng/hkaad20220809,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02MFL5rQKsYF3KybGNhsYxcuN9WMc8aArKwu8UwyzQjz8ty1jduna7PSXiLHnYvc3Al,https://www.instagram.com/p/ChBP8yYuRMT/,https://t.me/siuyeongHKAdopt/866
Paws United Charity,Dog,M,Aspen,https://siuyeo.ng/hkaad20220808,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02JGn29iZm2zkwVbVmvUCr92r4ancHnoKwtYJkrFYrSKRbAbfPWg4mtERjPv8s8gAtl,https://www.instagram.com/p/Cg-rJ7cFGYu/,https://t.me/siuyeongHKAdopt/865
HKSCDA,Cat,F,Bevrly,https://siuyeo.ng/hkaad20220807,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02mn1Un5yjjJzC2La9oD1ALgTZJKaw8VtigfAvHNwfq4EDeAxLwGqeEPrrhL2PiHkgl,https://www.instagram.com/p/Cg8bB4vJaxG/,https://t.me/siuyeongHKAdopt/864
SAA,Dog,F,Timber,https://siuyeo.ng/hkaad20220806,facebook.com/siuyeongHKAdopt/posts/pfbid02PXai88PeGtpPe4tHpuqmoz8BXiiUZgUs7T4SsfNXraWus2KaV7vTBBGDGykUT1iFl,https://www.instagram.com/p/Cg5lAEVsGK0/,https://t.me/siuyeongHKAdopt/863
HKAAC,Cat,N/A,明明,https://siuyeo.ng/hkaad20220805,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0tDQ3kXQ3jtYu318WYo73sXU46R6UNdQoUM5LAUNGCfjVmkxzvTLrz2Ste42aVvtql,https://www.instagram.com/p/Cg3ANbiv1D4/,https://t.me/siuyeongHKAdopt/862
HKHERP,Turtle,N/A,史力加,https://siuyeo.ng/hkaad20220804,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02XbywERtchMZ6ieq3abSVaNUEZGMUDFGbokabXAM578xxwt9HXjcct3AAwGqRtSYUl,https://www.instagram.com/p/Cg0baVkLgkI/,https://t.me/siuyeongHKAdopt/861
Hong Kong Rabit Society,Rabbit,F,Eleven,https://siuyeo.ng/hkaad20220803,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02sky3LYw88Bxwj8qVQJr71MYWZytxtzywhuTSFFAmieFqyV9LeyBUcDhzXFQMcFzhl,https://www.instagram.com/p/CgxzMD4FXY9/,https://t.me/siuyeongHKAdopt/860
Hong Kong Dog Rescue,Dog,F,Abby,https://siuyeo.ng/hkaad20220802,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02ruGxj6tZskWmuzb47xi2xiNuWzBxEJZKPniURPdFx7KoZed4t6rmxEx8fDEJ1Fo9l,https://www.instagram.com/p/CgvOZNdpXRV/,https://t.me/siuyeongHKAdopt/859
SPCA,Cat,F,Cocktail,https://siuyeo.ng/hkaad20220801,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0NHihfMCPxphmZSj221XCqNDHaYHMiuBpJ4Kq9DPYVnqe1yufHVV3R3gA1bh3dWyrl,https://www.instagram.com/p/Cgspl4Jhw0m/,https://t.me/siuyeongHKAdopt/858
Paws United Charity,Dog,M,Dingo,https://siuyeo.ng/hkaad20220731,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02pL6PWZ18CiFZpjLrKZsuikYyn9YzqGPgKDVNRVaw8R1vyycghvY34vAZvq7ookATl,https://www.instagram.com/p/Cgqgvh-pjYG/,https://t.me/siuyeongHKAdopt/857
HKSCDA,Cat,F,Cherry BB,https://siuyeo.ng/hkaad20220730,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0Hy5fpXAKqSdEDs4j8MVhrwXLf1wQsNeKnkATBzW9kcCf4hrbPWLAnh1EhtqKVudNl,https://www.instagram.com/p/CgoI1mQJ4y8/,https://t.me/siuyeongHKAdopt/856
SAA,Dog,M,Car,https://siuyeo.ng/hkaad20220729,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid04FGQTD8R8RZLuCcH6S8Kwzm1Bui8LMXVpyp6iSiqZr9TqLv2QBR8DtPB7vLrp8eJl,https://www.instagram.com/p/CglCOR1poE7/,https://t.me/siuyeongHKAdopt/855
HKAAC,Cat,F,小芙蓉,https://siuyeo.ng/hkaad20220728,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid029KuvvKDzkwZfdPwyEwGCAsmTyMZiawp9ogqbnQBvWhnbhJKwPi4A1UDDqcxtxvYCl,https://www.instagram.com/p/CgibKsZphNv/,https://t.me/siuyeongHKAdopt/854
HKHERP,Turtle,N/A,史努比,https://siuyeo.ng/hkaad20220727,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02jVrid6WpyHzbAhtAHLCNNDFiaKNLSqefDPmUqGzoL2W7X82UiFhiHRyy4uUtab6Tl,https://www.instagram.com/p/Cgf3n8fJpG2/,https://t.me/siuyeongHKAdopt/852
Hong Kong Rabit Society,Rabbit,F,Melty,https://siuyeo.ng/hkaad20220726,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02TLBNRkin9Xb5GWk2ZSZaHDjpbPTg791VATh6KSW7VPFDHvnCEdCL2WCthuMEGJGYl,https://www.instagram.com/p/Cgeeu8epmYj/,https://t.me/siuyeongHKAdopt/851
Hong Kong Dog Rescue,Dog,F,Rosa,https://siuyeo.ng/hkaad20220725,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02QvAtoTsWJGwT4u3xXrerwebBREeF7MCDJFqdPfyrcVSNmVWPf4rvVCy9er8jVJcTl,https://www.instagram.com/p/CgbJTDjp1vh/,https://t.me/siuyeongHKAdopt/850
SPCA,鼠,F,Eunis,https://siuyeo.ng/hkaad20220724,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid025PSiMPm5FcUz6vqkT9HtJnbwDdpEneCexgQuN8cyL1Ppoibto2m7rZSivsrfar28l,https://www.instagram.com/p/CgYiFoUphl-/,https://t.me/siuyeongHKAdopt/849
Paws United Charity,Dog,F,Mickey,https://siuyeo.ng/hkaad20220723,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02jqd7AqZdeZ8FhBGCKNKBzu7kxQWDHkmVHnPZSFnJxGoGMLKTy6Ee1ZQMBx2mmFWyl,https://www.instagram.com/p/CgV-3gWJK-w/,https://t.me/siuyeongHKAdopt/848
HKSCDA,Cat,F,台媽,https://siuyeo.ng/hkaad20220722,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0XZgZGQ4oMnKXWZKhxc2QyJ3nshUrEWFbHP92L4gCEHFTk5mNXojvetURKJazurvJl,https://www.instagram.com/p/CgUIxgZJev-/,https://t.me/siuyeongHKAdopt/847
SAA,Dog,M,Summer,https://siuyeo.ng/hkaad20220721,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02nqbPfywK2F4RtJgXvrkGr9gKNkwPBtf5gKyMsVtLwnWyBJcsrdwrefCjLfG5bja6l,https://www.instagram.com/p/CgRjZuLpzo0/,https://t.me/siuyeongHKAdopt/846
HKAAC,Cat,F,斑斑,https://siuyeo.ng/hkaad20220720,https://www.facebook.com/siuyeongHKAdopt/posts/581379983656397,https://www.instagram.com/p/CgN1105PtgX/,https://t.me/siuyeongHKAdopt/845
HKHERP,Turtle,N/A,PCW069 阿驚,https://siuyeo.ng/hkaad20220719,https://www.facebook.com/siuyeongHKAdopt/posts/580802867047442,https://www.instagram.com/p/CgLe_AbJShc/,https://t.me/siuyeongHKAdopt/844
Hong Kong Rabit Society,Rabbit,F,Fan Fan,https://siuyeo.ng/hkaad20220718,https://www.facebook.com/siuyeongHKAdopt/posts/580094743784921,https://www.instagram.com/p/CgIsGeepxWd/,https://t.me/siuyeongHKAdopt/843
Hong Kong Dog Rescue,Dog,F,Maya,https://siuyeo.ng/hkaad20220717,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02cWnu9LtRjQcYkpoW3m7SU9ueMnbZXbZHsEwujj2KbSCwrqJkDnagJpkUaBwfbqrEl,https://www.instagram.com/p/CgGe2OpJ7La/,https://t.me/siuyeongHKAdopt/842
SPCA,Cat,M,Captain,https://siuyeo.ng/hkaad20220716,https://www.facebook.com/siuyeongHKAdopt/posts/578763710584691,https://www.instagram.com/p/CgDkMdWJedB/,https://t.me/siuyeongHKAdopt/841
Paws United Charity,Dog,F,Goof,https://siuyeo.ng/hkaad20220715,https://www.facebook.com/siuyeongHKAdopt/posts/578004813993914,https://www.instagram.com/p/CgBBjxWpSCB/,https://t.me/siuyeongHKAdopt/840
HKSCDA,Cat,F,小巴,https://siuyeo.ng/hkaad20220714,https://www.facebook.com/siuyeongHKAdopt/posts/577333444061051,https://www.instagram.com/p/Cf-iGfqJaHn/,https://t.me/siuyeongHKAdopt/839
SAA,Dog,F,Chocolate,https://siuyeo.ng/hkaad20220713,https://www.facebook.com/siuyeongHKAdopt/posts/576576720803390,https://www.instagram.com/p/Cf74LdhJpym/,https://t.me/siuyeongHKAdopt/838
HKAAC,Dog,M,巴士,https://siuyeo.ng/hkaad20220712,https://www.facebook.com/siuyeongHKAdopt/posts/575890880871974,https://www.instagram.com/p/Cf5R2RlJKKn/,https://t.me/siuyeongHKAdopt/837
HKHERP,Turtle,N/A,PCW031 凡高,https://siuyeo.ng/hkaad20220711,https://www.facebook.com/siuyeongHKAdopt/posts/575245297603199,https://www.instagram.com/p/Cf2uRgDpf9z/,https://t.me/siuyeongHKAdopt/836
Hong Kong Rabit Society,Rabbit,M,Vodka,https://siuyeo.ng/hkaad20220710,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0YqimHHBVCRFGbybZtDtEvqqBdABgMFpCJqkdgG33zVZrGaXkhcRNSmvo7Gd3jDNdl,https://www.instagram.com/p/Cfz4Uazv_U1/,https://t.me/siuyeongHKAdopt/835
Hong Kong Dog Rescue,Dog,M,Sidney,https://siuyeo.ng/hkaad20220709,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0CH34oUSao9ByCgtidzGnSDwyw6EyrWtdsYmiusvLC8REebhTBKNcoE1TM45ks14nl,https://www.instagram.com/p/Cfx4qr_J8hX/,https://t.me/siuyeongHKAdopt/834
SPCA,Rabbit,M,Lam Lam,https://siuyeo.ng/hkaad20220708,https://www.facebook.com/siuyeongHKAdopt/posts/573079187819810,https://www.instagram.com/p/Cfu-sNmpizB/,https://t.me/siuyeongHKAdopt/833
Paws United Charity,Dog,M,Channing,https://siuyeo.ng/hkaad20220707,https://www.facebook.com/siuyeongHKAdopt/posts/572415727886156,https://www.instagram.com/p/Cfsdjp2J2Ef/,https://t.me/siuyeongHKAdopt/832
HKSCDA,Cat,F,希希,https://siuyeo.ng/hkaad20220706,https://www.facebook.com/siuyeongHKAdopt/posts/571773541283708,https://www.instagram.com/p/Cfp5KaDJSCY/,https://t.me/siuyeongHKAdopt/831
SAA,Dog,M,Tigger,https://siuyeo.ng/hkaad20220705,https://www.facebook.com/siuyeongHKAdopt/posts/571139438013785,https://www.instagram.com/p/CfnTQYCJLu4/,https://t.me/siuyeongHKAdopt/830
HKAAC,Dog,F,皇后,https://siuyeo.ng/hkaad20220704,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02p2phN4j7J6d4n5qnrCwL6xCAEXxtoFi5oSnHvkR3Qt92LVeDK9EVqmKqusQ1GRQ6l,https://www.instagram.com/p/CfkoLV4JC9C/,https://t.me/siuyeongHKAdopt/829
HKHERP,Turtle,N/A,光波爐 (PCW059),https://siuyeo.ng/hkaad20220703,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0cawDL2xDLCUni1AxMFiPusYQ4jcWCEYcc8uvMWrfQqSBb4njLZH5TFGtU8AT6cEgl,https://www.instagram.com/p/CfimKlLJmR3/,https://t.me/siuyeongHKAdopt/828
Hong Kong Rabit Society,Rabbit,F,Costa,https://siuyeo.ng/hkaad20220702,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0oy7KWh3deUhvyHqTtsFTCU4ZKFVhjhWei1ijFkHrveNXKG61gd2sgSYWFFi2WXGrl,https://www.instagram.com/p/CffsC6upmGn/,https://t.me/siuyeongHKAdopt/827
Hong Kong Dog Rescue,Dog,M,Lucas,https://siuyeo.ng/hkaad20220701,https://www.facebook.com/siuyeongHKAdopt/posts/568492821611780,https://www.instagram.com/p/Cfc6lHnpEYW/,https://t.me/siuyeongHKAdopt/826
SPCA,Dog,M,Mosby,https://siuyeo.ng/hkaad20220630,https://www.facebook.com/siuyeongHKAdopt/posts/567830385011357,https://www.instagram.com/p/Cfacue2pYjA/,https://t.me/siuyeongHKAdopt/825
Paws United Charity,Dog,M,Caiden,https://siuyeo.ng/hkaad20220629,https://www.facebook.com/siuyeongHKAdopt/posts/567130505081345,https://www.instagram.com/p/CfX617AJb8l/,https://t.me/siuyeongHKAdopt/824
HKSCDA,Cat,M,陽春麵,https://siuyeo.ng/hkaad20220628,https://www.facebook.com/siuyeongHKAdopt/posts/566269381834124,https://www.instagram.com/p/CfVTOerJb55/,https://t.me/siuyeongHKAdopt/823
SAA,Dog,F,Cat,https://siuyeo.ng/hkaad20220627,https://www.facebook.com/siuyeongHKAdopt/posts/565609031900159,https://www.instagram.com/p/CfSrmpbJIwu/,https://t.me/siuyeongHKAdopt/822
HKAAC,Dog,F,檸檬,https://siuyeo.ng/hkaad20220626,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02n3AYd64mkr3c2ubGV9WfhNzxGks1Wvys1Bn9ENHLzPcjBkuHaViVmhZAfZhKDeZJl,https://www.instagram.com/p/CfQNZM8py3K/,https://t.me/siuyeongHKAdopt/821
HKHERP,Turtle,N/A,添麥肥,https://siuyeo.ng/hkaad20220625,https://www.facebook.com/siuyeongHKAdopt/posts/564300108697718,https://www.instagram.com/p/CfNifmCpqGU/,https://t.me/siuyeongHKAdopt/820
Hong Kong Rabit Society,Rabbit,F,Victoria,https://siuyeo.ng/hkaad20220624,https://www.facebook.com/siuyeongHKAdopt/posts/563652492095813,https://www.instagram.com/p/CfK-9vepUc3/,https://t.me/siuyeongHKAdopt/819
Hong Kong Dog Rescue,Dog,M,Mack,https://siuyeo.ng/hkaad20220623,https://www.facebook.com/siuyeongHKAdopt/posts/563031568824572,https://www.instagram.com/p/CfIjsOjpf6S/,https://t.me/siuyeongHKAdopt/818
SPCA,Dog,F,Mimi,https://siuyeo.ng/hkaad20220622,https://www.facebook.com/siuyeongHKAdopt/posts/562286938899035,https://www.instagram.com/p/CfF0uOyp6ia/,https://t.me/siuyeongHKAdopt/817
Paws United Charity,Dog,F,Atlas,https://siuyeo.ng/hkaad20220621,https://www.facebook.com/siuyeongHKAdopt/posts/561643602296702,https://www.instagram.com/p/CfDOyfPpbMa/,https://t.me/siuyeongHKAdopt/816
HKSCDA,Cat,F,豆漿,https://siuyeo.ng/hkaad20220620,https://www.facebook.com/siuyeongHKAdopt/posts/561030932357969,https://www.instagram.com/p/CfAvVbyJuiG/,https://t.me/siuyeongHKAdopt/815
SAA,Dog,F,Tart,https://siuyeo.ng/hkaad20220619,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0GzNtedurgAm8gvdXZfW7drWo68o6zTcNDVPpyF8qnkDPwuByDk4SWda6izDpxE5Kl,https://www.instagram.com/p/Ce-O9GEJp5k/,https://t.me/siuyeongHKAdopt/814
HKAAC,Dog,M,多比,https://siuyeo.ng/hkaad20220618,https://www.facebook.com/siuyeongHKAdopt/posts/559620599165669,https://www.instagram.com/p/Ce7bvp4ppcT/,https://t.me/siuyeongHKAdopt/813
HKHERP,Turtle,N/A,七號,https://siuyeo.ng/hkaad20220617,https://www.facebook.com/siuyeongHKAdopt/posts/558983295896066,https://www.instagram.com/p/Ce4_w5nh00I/,https://t.me/siuyeongHKAdopt/812
Hong Kong Rabit Society,Rabbit,F,Aurora,https://siuyeo.ng/hkaad20220616,https://www.facebook.com/siuyeongHKAdopt/posts/558241759303553,https://www.instagram.com/p/Ce2UTiEpnnr/,https://t.me/siuyeongHKAdopt/811
Hong Kong Dog Rescue,Dog,F,Jessie,https://siuyeo.ng/hkaad20220615,https://www.facebook.com/siuyeongHKAdopt/posts/557555546038841,https://www.instagram.com/p/Cezv_ZqJjL4/,https://t.me/siuyeongHKAdopt/810
SPCA,Cat,F,Mo Mo,https://siuyeo.ng/hkaad20220614,https://www.facebook.com/siuyeongHKAdopt/posts/556960516098344,https://www.instagram.com/p/CexVOv1p59J/,https://t.me/siuyeongHKAdopt/809
Paws United Charity,Dog,M,Sailor,https://siuyeo.ng/hkaad20220613,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02PBTQvfpmAiTKw1R4Jwxg4ZSWrNVS2SnyHoDNtNQJ6sjwL4dvN8XKfBAbfe1APuDSl,https://www.instagram.com/p/CeujkIcpsop/,https://t.me/siuyeongHKAdopt/808
HKSCDA,Cat,M,阿希,https://siuyeo.ng/hkaad20220612,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02F3ZPpwcbgWddTv9MCppLqgivRCoXi5BG8uoJYR9971RMaqZMzpvZUG5UQ4GcLE31l,https://www.instagram.com/p/CesbsiBJ35e/,https://t.me/siuyeongHKAdopt/807
SAA,Dog,F,Pie,https://siuyeo.ng/hkaad20220611,https://www.facebook.com/siuyeongHKAdopt/posts/554877336306662,https://www.instagram.com/p/CepZ_nxp1vK/,https://t.me/siuyeongHKAdopt/806
HKAAC,Dog,F,日元,https://siuyeo.ng/hkaad20220610,https://www.facebook.com/siuyeongHKAdopt/posts/554324616361934,https://www.instagram.com/p/CenOvm1pCQN/,https://t.me/siuyeongHKAdopt/805
HKHERP,Turtle,M,華俊,https://siuyeo.ng/hkaad20220609,https://www.facebook.com/siuyeongHKAdopt/posts/553636576430738,https://www.instagram.com/p/CekeN7yJGRU/,https://t.me/siuyeongHKAdopt/804
Hong Kong Rabit Society,Rabbit,F,Habe,https://siuyeo.ng/hkaad20220608,https://www.facebook.com/siuyeongHKAdopt/posts/552961849831544,https://www.instagram.com/p/Ceh5JMcJmBM/,https://t.me/siuyeongHKAdopt/803
Hong Kong Dog Rescue,Dog,M,Kellogg,https://siuyeo.ng/hkaad20220607,https://www.facebook.com/siuyeongHKAdopt/posts/552297846564611,https://www.instagram.com/p/CefVXqsJTDK/,https://t.me/siuyeongHKAdopt/802
SPCA,Cat,M,Binx,https://siuyeo.ng/hkaad20220606,https://www.facebook.com/siuyeongHKAdopt/posts/551664779961251,https://www.instagram.com/p/CecveEQJqZ9/,https://t.me/siuyeongHKAdopt/801
Paws United Charity,Dog,M,Trace,https://siuyeo.ng/hkaad20220605,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02g3s9826e31HPfEtBum7yCeHL8ezAWCgSP68C2ddib9TKDFSKjd3Uh9P1LsuK4od7l,https://www.instagram.com/p/CeaT7AaJlr-/,https://t.me/siuyeongHKAdopt/800
HKSCDA,Cat,F,仙草,https://siuyeo.ng/hkaad20220604,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid02VBcXXBtAaGNHx4GLvf1yaqEPFGvjdC7yXYmYUjtEHpPUwQXrraJKV99fz3bYJ7Ril,https://www.instagram.com/p/CeYEMdEptCt/,https://t.me/siuyeongHKAdopt/799
SAA,Dog,M,Win Win,https://siuyeo.ng/hkaad20220603,https://www.facebook.com/siuyeongHKAdopt/posts/pfbid0jstXXZTKKkBuS3zEFLXhi2eezpxiLsCZwjAgwH9PxZdjXrm2fRP6JgHsaoV6kTtgl,https://www.instagram.com/p/CeVM5KXJMkY/,https://t.me/siuyeongHKAdopt/798
HKAAC,Dog,M,華仔,https://siuyeo.ng/hkaad20220602,https://www.facebook.com/siuyeongHKAdopt/posts/549095136884882,https://www.instagram.com/p/CeSaD-yp6gG/,https://t.me/siuyeongHKAdopt/797
HKHERP,Frog,N/A,大口仔,https://siuyeo.ng/hkaad20220601,https://www.facebook.com/siuyeongHKAdopt/posts/548456080282121,https://www.instagram.com/p/CeP5pMiJMTk/,https://t.me/siuyeongHKAdopt/796
